,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80814,21.0,3177.0,8.0,64131.0,13506,4020.0,56.1
1,Italy,15113,,1016.0,,1258.0,12839,1153.0,250.0
2,Iran,10075,,429.0,,3276.0,6370,,120.0
3,S. Korea,7979,110.0,71.0,5.0,510.0,7398,93.0,155.6
4,Spain,3148,2.0,87.0,1.0,189.0,2872,190.0,67.3
5,France,2876,,61.0,,12.0,2803,129.0,44.1
6,Germany,2750,5.0,6.0,,25.0,2719,9.0,32.8
7,USA,1762,65.0,41.0,,31.0,1690,10.0,5.3
8,Switzerland,868,,7.0,,4.0,857,,100.3
9,Norway,822,22.0,1.0,,1.0,820,,151.6
10,Denmark,785,111.0,,,1.0,784,2.0,135.5
11,Diamond Princess,696,,7.0,,325.0,364,32.0,
12,Japan,692,1.0,19.0,,118.0,555,29.0,5.5
13,Sweden,688,1.0,1.0,,1.0,686,2.0,68.1
14,Netherlands,614,,5.0,,2.0,607,1.0,35.8
15,UK,590,,10.0,,18.0,562,20.0,8.7
16,Austria,428,67.0,1.0,,4.0,423,1.0,47.5
17,Belgium,399,,3.0,,1.0,395,2.0,34.4
18,Qatar,262,,,,,262,,90.9
19,Bahrain,197,,,,35.0,162,1.0,115.8
20,Singapore,187,,,,96.0,91,12.0,32.0
21,Australia,160,4.0,3.0,,26.0,131,1.0,6.3
22,Canada,158,16.0,1.0,,11.0,146,1.0,4.2
23,Malaysia,158,,,,32.0,126,3.0,4.9
24,Finland,155,46.0,,,1.0,154,,28.0
25,Greece,134,17.0,1.0,,,133,2.0,12.9
26,Hong Kong,132,1.0,4.0,1.0,77.0,51,4.0,17.6
27,Israel,126,17.0,,,4.0,122,2.0,14.6
28,Czechia,117,1.0,,,,117,2.0,10.9
29,Iceland,117,,,,,117,,
30,Slovenia,96,,,,,96,,46.2
31,UAE,85,,,,20.0,65,2.0,8.6
32,Iraq,83,,8.0,,24.0,51,,2.1
33,Egypt,80,,2.0,,27.0,51,,0.8
34,Kuwait,80,,,,5.0,75,4.0,18.7
35,India,78,4.0,1.0,,4.0,73,,0.1
36,Portugal,78,,,,1.0,77,1.0,7.6
37,San Marino,77,5.0,5.0,,,72,3.0,
38,Brazil,77,,,,,77,2.0,0.4
39,Thailand,75,5.0,1.0,,35.0,39,1.0,1.1
40,Ireland,70,,1.0,,,69,6.0,14.2
41,Romania,70,11.0,,,7.0,63,1.0,3.6
42,Lebanon,68,,3.0,,1.0,64,3.0,10.0
43,Saudi Arabia,62,17.0,,,1.0,61,,1.8
44,Poland,58,7.0,1.0,,,57,3.0,1.5
45,Philippines,52,,5.0,,2.0,45,1.0,0.5
46,Taiwan,50,1.0,1.0,,20.0,29,,2.1
47,Vietnam,44,,,,16.0,28,,0.5
48,Estonia,41,14.0,,,,41,,30.9
49,Indonesia,34,,2.0,1.0,3.0,29,,0.1
50,Russia,34,,,,3.0,31,,0.2
51,Chile,33,,,,,33,,1.7
52,Argentina,31,,1.0,,,30,1.0,0.7
53,Croatia,31,4.0,,,1.0,30,,7.6
54,Serbia,31,7.0,,,,31,1.0,3.5
55,Palestine,31,,,,,31,,6.1
56,Panama,27,13.0,1.0,,,26,,6.3
57,Algeria,26,,2.0,,10.0,14,,0.6
58,Luxembourg,26,,,,,26,1.0,
59,Georgia,25,,,,,25,1.0,6.3
60,Brunei,25,,,,,25,,
61,Albania,23,,1.0,,,22,,8.0
62,Bulgaria,23,,1.0,,,22,,3.3
63,Costa Rica,23,,,,,23,1.0,4.5
64,Peru,22,,,,,22,,0.7
65,Belarus,21,,,,3.0,18,,2.2
66,Pakistan,21,,,,2.0,19,,0.1
67,Slovakia,21,,,,,21,,3.8
68,Ecuador,19,2.0,,,,19,1.0,1.1
69,Oman,19,1.0,,,9.0,10,,3.7
70,Hungary,19,3.0,,,,19,,2.0
71,Latvia,17,1.0,,,1.0,16,,9.0
72,South Africa,16,,,,,16,,0.3
73,Azerbaijan,15,,1.0,,3.0,11,,1.5
74,Tunisia,13,,,,,13,2.0,1.1
75,Mexico,12,,,,4.0,8,1.0,0.1
76,Bosnia and Herzegovina,11,,,,,11,,3.4
77,Macao,10,,,,10.0,0,,
78,Senegal,10,,,,1.0,9,,0.6
79,Cyprus,10,,,,,10,,8.3
80,North Macedonia,9,,,,1.0,8,,4.3
81,Colombia,9,,,,,9,,0.2
82,Malta,9,,,,,9,,
83,Jamaica,8,6.0,,,,8,,2.7
84,Maldives,8,,,,,8,,
85,Afghanistan,7,,,,,7,,0.2
86,Morocco,6,,1.0,,,5,1.0,0.2
87,Armenia,6,,,,,6,,2.0
88,French Guiana,6,,,,,6,,
89,Moldova,6,,,,,6,,1.5
90,Paraguay,6,,,,,6,1.0,0.8
91,Cambodia,5,,,,1.0,4,,0.3
92,Dominican Republic,5,,,,,5,,0.5
93,New Zealand,5,,,,,5,,1.0
94,Liechtenstein,4,,,,,4,,
95,Réunion,4,,,,,4,,
96,Lithuania,3,,,,,3,,1.1
97,Sri Lanka,3,,,,1.0,2,,0.1
98,Ukraine,3,,,,,3,,0.1
99,Bangladesh,3,,,,,3,,
100,Bolivia,3,,,,,3,,0.3
101,Channel Islands,3,,,,,3,,
102,Cuba,3,,,,,3,,0.3
103,Martinique,3,,,,,3,,
104,Monaco,2,,,,,2,,
105,Nigeria,2,,,,,2,,
106,Burkina Faso,2,,,,,2,,0.1
107,Cameroon,2,,,,,2,,0.1
108,Faeroe Islands,2,,,,,2,,
