,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,81093,+39,3270.0,9.0,72703.0,5120,1749.0,56.0
1,Italy,63927,"+4,789",6077.0,601.0,7432.0,50418,3204.0,1057.0
2,USA,41569,"+8,023",504.0,85.0,187.0,40878,1040.0,126.0
3,Spain,33089,"+4,321",2207.0,435.0,3355.0,27527,2355.0,708.0
4,Germany,29056,"+4,183",118.0,24.0,422.0,28516,23.0,347.0
5,Iran,23049,"+1,411",1812.0,127.0,8376.0,12861,,274.0
6,France,19856,"+3,838",860.0,186.0,2200.0,16796,2082.0,304.0
7,S. Korea,8961,+64,111.0,7.0,3166.0,5684,59.0,175.0
8,Switzerland,8547,"+1,073",118.0,20.0,131.0,8298,141.0,988.0
9,UK,6650,+967,335.0,54.0,135.0,6180,20.0,98.0
10,Netherlands,4749,+545,213.0,34.0,2.0,4534,435.0,277.0
11,Austria,4306,+724,21.0,5.0,9.0,4276,14.0,478.0
12,Belgium,3743,+342,88.0,13.0,401.0,3254,322.0,323.0
13,Norway,2547,+162,10.0,3.0,6.0,2531,41.0,470.0
14,Portugal,2060,+460,23.0,9.0,14.0,2023,47.0,202.0
15,Sweden,2046,+112,25.0,4.0,16.0,2005,104.0,203.0
16,Canada,2035,+565,23.0,3.0,320.0,1692,1.0,54.0
17,Australia,1717,+108,7.0,,88.0,1622,11.0,67.0
18,Brazil,1629,+83,25.0,,2.0,1602,18.0,8.0
19,Malaysia,1518,+212,14.0,4.0,159.0,1345,57.0,47.0
20,Denmark,1450,+55,24.0,11.0,1.0,1425,55.0,250.0
21,Israel,1238,+167,1.0,,37.0,1200,24.0,143.0
22,Turkey,1236,,30.0,,,1206,,15.0
23,Czechia,1236,+116,1.0,,6.0,1229,19.0,115.0
24,Ireland,1125,+219,6.0,2.0,5.0,1114,29.0,228.0
25,Japan,1101,,41.0,,235.0,825,49.0,9.0
26,Ecuador,981,+192,18.0,4.0,3.0,960,2.0,56.0
27,Luxembourg,875,+77,8.0,,6.0,861,3.0,1398.0
28,Pakistan,873,+97,6.0,1.0,13.0,854,,4.0
29,Chile,746,+114,2.0,1.0,11.0,733,7.0,39.0
30,Thailand,721,+122,1.0,,52.0,668,7.0,10.0
31,Diamond Princess,712,,8.0,,567.0,137,15.0,
32,Finland,700,+74,1.0,,10.0,689,13.0,126.0
33,Greece,695,+71,17.0,2.0,19.0,659,35.0,67.0
34,Poland,692,+58,8.0,1.0,13.0,671,3.0,18.0
35,Iceland,588,+20,1.0,,51.0,536,14.0,1723.0
36,Indonesia,579,+65,49.0,1.0,30.0,500,,2.0
37,Romania,576,+143,7.0,4.0,73.0,496,15.0,30.0
38,Saudi Arabia,562,+51,,,19.0,543,,16.0
39,Singapore,509,+54,2.0,,152.0,355,14.0,87.0
40,Qatar,501,+7,,,33.0,468,6.0,174.0
41,India,499,+103,10.0,3.0,34.0,455,,0.4
42,Philippines,462,+82,33.0,8.0,18.0,411,1.0,4.0
43,Slovenia,442,+28,3.0,1.0,,439,12.0,213.0
44,Russia,438,+71,1.0,,17.0,420,,3.0
45,South Africa,402,+128,,,4.0,398,,7.0
46,Bahrain,377,+43,2.0,,164.0,211,3.0,222.0
47,Peru,363,,5.0,,1.0,357,5.0,11.0
48,Hong Kong,356,+38,4.0,,100.0,252,4.0,47.0
49,Estonia,352,+26,,,4.0,348,4.0,265.0
50,Egypt,327,,14.0,,56.0,257,,3.0
51,Mexico,316,+65,2.0,,4.0,310,1.0,2.0
52,Croatia,315,+61,1.0,,5.0,309,5.0,77.0
53,Panama,313,,3.0,,1.0,309,7.0,73.0
54,Colombia,277,+46,3.0,1.0,3.0,271,,5.0
55,Lebanon,267,+19,4.0,,8.0,255,4.0,39.0
56,Iraq,266,+33,23.0,3.0,62.0,181,,7.0
57,Argentina,266,,4.0,,27.0,235,,6.0
58,Serbia,249,+27,2.0,,3.0,244,12.0,28.0
59,Dominican Republic,245,+43,3.0,,,242,,23.0
60,Algeria,230,+29,17.0,,65.0,148,,5.0
61,Bulgaria,201,+14,3.0,,3.0,195,8.0,29.0
62,UAE,198,+45,2.0,,41.0,155,2.0,20.0
63,Taiwan,195,+26,2.0,,28.0,165,,8.0
64,Armenia,194,,,,2.0,192,6.0,65.0
65,Kuwait,189,+1,,,30.0,159,5.0,44.0
