,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80894,13.0,3237.0,11.0,69614.0,8043,2622.0,56.0
1,Italy,31506,,2503.0,,2941.0,26062,2060.0,521.0
2,Iran,16169,,988.0,,5389.0,9792,,193.0
3,Spain,11826,,533.0,,1028.0,10265,563.0,253.0
4,Germany,9367,,26.0,,67.0,9274,2.0,112.0
5,S. Korea,8413,93.0,84.0,3.0,1540.0,6789,59.0,164.0
6,France,7730,,175.0,,602.0,6953,699.0,118.0
7,USA,6522,111.0,116.0,7.0,106.0,6300,12.0,20.0
8,Switzerland,2742,,27.0,,15.0,2700,,317.0
9,UK,1950,,71.0,,65.0,1814,20.0,29.0
10,Netherlands,1705,,43.0,,2.0,1660,45.0,100.0
11,Norway,1471,,3.0,,1.0,1467,27.0,271.0
12,Austria,1332,,4.0,,9.0,1319,12.0,148.0
13,Belgium,1243,,10.0,,14.0,1219,33.0,107.0
14,Sweden,1196,,8.0,,1.0,1187,12.0,118.0
15,Denmark,977,,4.0,,1.0,972,18.0,169.0
16,Japan,882,4.0,29.0,,144.0,709,41.0,7.0
17,Diamond Princess,712,,7.0,,456.0,249,14.0,
18,Malaysia,673,,2.0,,49.0,622,10.0,21.0
19,Canada,598,,8.0,,12.0,578,1.0,16.0
20,Australia,560,105.0,6.0,1.0,43.0,511,1.0,22.0
21,Portugal,448,,1.0,,3.0,444,18.0,44.0
22,Qatar,442,,,,4.0,438,,153.0
23,Czechia,434,,,,3.0,431,2.0,41.0
24,Israel,427,90.0,,,11.0,416,5.0,49.0
25,Greece,387,,5.0,,14.0,368,11.0,37.0
26,Brazil,349,3.0,1.0,,2.0,346,18.0,2.0
27,Finland,322,,,,10.0,312,2.0,58.0
28,Ireland,292,,2.0,,5.0,285,6.0,59.0
29,Slovenia,275,,1.0,,,274,4.0,132.0
30,Singapore,266,,,,114.0,152,14.0,45.0
31,Iceland,247,,,,5.0,242,1.0,724.0
32,Pakistan,247,,,,2.0,245,,1.0
33,Bahrain,241,,1.0,,88.0,152,3.0,142.0
34,Poland,238,,5.0,,1.0,232,3.0,6.0
35,Estonia,225,,,,1.0,224,,170.0
36,Romania,217,,,,19.0,198,5.0,11.0
37,Thailand,212,35.0,1.0,,41.0,170,1.0,3.0
38,Chile,201,,,,,201,3.0,11.0
39,Egypt,196,,6.0,,26.0,164,,2.0
40,Philippines,193,6.0,14.0,,4.0,175,1.0,2.0
41,Indonesia,172,,7.0,,9.0,156,,0.6
42,Saudi Arabia,171,,,,6.0,165,,5.0
43,Hong Kong,168,,4.0,,81.0,83,4.0,22.0
44,Iraq,154,,11.0,,41.0,102,,4.0
45,India,148,5.0,3.0,,14.0,131,,0.1
46,Luxembourg,140,,1.0,,,139,1.0,224.0
47,Kuwait,130,,,,12.0,118,4.0,30.0
48,Lebanon,124,,4.0,,4.0,116,3.0,18.0
49,San Marino,119,,11.0,,4.0,104,11.0,3507.0
50,Peru,117,,,,1.0,116,8.0,4.0
51,Russia,114,,,,8.0,106,,0.8
52,UAE,113,,,,26.0,87,2.0,11.0
53,Ecuador,111,,2.0,,,109,2.0,6.0
54,Turkey,98,,1.0,,,97,,1.0
55,Slovakia,97,,,,,97,2.0,18.0
56,Mexico,93,11.0,,,4.0,89,1.0,0.7
57,South Africa,85,,,,,85,,1.0
58,Bulgaria,81,,2.0,,,79,,12.0
59,Argentina,79,,2.0,,3.0,74,1.0,2.0
60,Armenia,78,,,,1.0,77,2.0,26.0
61,Taiwan,77,,1.0,,20.0,56,,3.0
62,Colombia,75,10.0,,,1.0,74,,1.0
63,Serbia,72,,,,1.0,71,4.0,8.0
64,Panama,69,,1.0,,,68,7.0,16.0
65,Croatia,69,,,,5.0,64,,17.0
66,Vietnam,68,2.0,,,16.0,52,,0.7
67,Algeria,61,,5.0,,10.0,46,,1.0
68,Latvia,60,,,,1.0,59,,32.0
69,Hungary,58,8.0,1.0,,2.0,55,,6.0
70,Brunei,56,,,,,56,1.0,128.0
71,Albania,55,,1.0,,,54,2.0,19.0
72,Costa Rica,50,,,,,50,3.0,10.0
73,Uruguay,50,,,,,50,,14.0
74,Cyprus,49,,,,,49,1.0,41.0
75,Jordan,48,,,,1.0,47,,5.0
76,Faeroe Islands,47,,,,,47,,962.0
77,Sri Lanka,45,1.0,,,1.0,44,,2.0
78,Morocco,44,,2.0,,1.0,41,1.0,1.0
79,Palestine,44,,,,,44,,9.0
80,Andorra,39,,,,1.0,38,,505.0
81,Georgia,38,4.0,,,1.0,37,1.0,10.0
82,Malta,38,,,,2.0,36,,86.0
83,Belarus,36,,,,3.0,33,,4.0
84,Kazakhstan,35,2.0,,,,35,,2.0
85,Azerbaijan,34,,1.0,,6.0,27,,3.0
86,Bosnia and Herzegovina,34,,,,2.0,32,,10.0
87,Cambodia,33,,,,1.0,32,,2.0
88,Oman,33,,,,12.0,21,,6.0
89,Venezuela,33,,,,,33,,1.0
90,North Macedonia,31,,,,1.0,30,1.0,15.0
91,Moldova,30,,,,1.0,29,1.0,7.0
92,Senegal,27,,,,2.0,25,,2.0
93,Tunisia,27,,,,1.0,26,2.0,2.0
94,Lithuania,26,,,,1.0,25,1.0,10.0
95,Afghanistan,22,,,,1.0,21,,0.6
96,Dominican Republic,21,,1.0,,,20,,2.0
97,New Zealand,20,,,,,20,,4.0
98,Liechtenstein,19,,,,,19,,498.0
99,Guadeloupe,18,,,,,18,,45.0
100,Martinique,15,,1.0,,,14,,40.0
101,Burkina Faso,15,,,,,15,,0.7
102,Ukraine,14,,2.0,,,12,,0.3
103,Macao,14,1.0,,,10.0,4,,22.0
104,Jamaica,13,,,,2.0,11,,4.0
105,Maldives,13,,,,,13,,24.0
106,Uzbekistan,13,2.0,,,,13,,0.4
107,Bolivia,12,,,,,12,,1.0
108,Bangladesh,11,1.0,,,3.0,8,,0.07
109,French Guiana,11,,,,,11,,37.0
110,Cameroon,10,,,,,10,,0.4
111,Monaco,9,,,,,9,,229.0
112,Paraguay,9,,,,,9,1.0,1.0
113,Réunion,9,,,,,9,,10.0
114,Guatemala,8,,1.0,,,7,,0.4
115,Honduras,8,,,,,8,,0.8
116,Rwanda,8,1.0,,,,8,,0.6
117,Guyana,7,,1.0,,,6,,9.0
118,Cuba,7,,,,,7,,0.6
119,Ghana,7,,,,,7,,0.2
120,Trinidad and Tobago,7,2.0,,,,7,,5.0
121,Channel Islands,6,,,,,6,,35.0
122,Ethiopia,6,,,,,6,,0.05
123,Mongolia,6,1.0,,,,6,,2.0
124,Guam,5,,,,,5,,30.0
125,Puerto Rico,5,,,,,5,,2.0
126,Aruba,4,1.0,,,,4,,37.0
127,Ivory Coast,4,,,,,4,,0.2
128,Kenya,4,,,,,4,,0.07
129,Seychelles,4,,,,,4,,41.0
130,Nigeria,3,,,,1.0,2,,0.01
131,Curaçao,3,,,,,3,,18.0
132,DRC,3,,,,,3,,0.03
133,French Polynesia,3,,,,,3,,11.0
134,Gabon,3,,,,,3,,1.0
135,Gibraltar,3,,,,2.0,1,,89.0
136,Kyrgyzstan,3,3.0,,,,3,,0.5
137,Mayotte,3,,,,,3,,11.0
138,St. Barth,3,,,,,3,,304.0
139,Barbados,2,,,,,2,,7.0
140,Liberia,2,,,,,2,,0.4
141,Montenegro,2,,,,,2,,3.0
142,Namibia,2,,,,,2,,0.8
143,Saint Lucia,2,,,,,2,,11.0
144,Saint Martin,2,,,,,2,,52.0
145,U.S. Virgin Islands,2,,,,,2,,19.0
146,Cayman Islands,1,,1.0,,,0,,15.0
147,Sudan,1,,1.0,,,0,,0.02
148,Nepal,1,,,,1.0,0,,0.03
149,Antigua and Barbuda,1,,,,,1,,10.0
150,Bahamas,1,,,,,1,,3.0
151,Benin,1,,,,,1,,0.08
152,Bhutan,1,,,,,1,,1.0
153,CAR,1,,,,,1,,0.2
154,Congo,1,,,,,1,,0.2
155,Equatorial Guinea,1,,,,,1,,0.7
156,Gambia,1,,,,,1,,0.4
157,Greenland,1,,,,,1,,18.0
158,Guinea,1,,,,,1,,0.08
159,Vatican City,1,,,,,1,,1248.0
160,Mauritania,1,,,,,1,,0.2
161,Montserrat,1,1.0,,,,1,,200.0
162,St. Vincent Grenadines,1,,,,,1,,9.0
163,Somalia,1,,,,,1,,0.06
164,Suriname,1,,,,,1,,2.0
165,Eswatini,1,,,,,1,,0.9
166,Tanzania,1,,,,,1,,0.02
167,Togo,1,,,,,1,,0.1
168,Total:,198737,516.0,7989.0,22.0,82779.0,107969,6415.0,25.5
