,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80894,13.0,3237.0,11.0,69614.0,8043,2622.0,56.0
1,Italy,31506,,2503.0,,2941.0,26062,2060.0,521.0
2,Iran,16169,,988.0,,5389.0,9792,,193.0
3,Spain,11826,,533.0,,1028.0,10265,563.0,253.0
4,Germany,9367,,26.0,,67.0,9274,2.0,112.0
5,S. Korea,8413,93.0,84.0,3.0,1540.0,6789,59.0,164.0
6,France,7730,,175.0,,602.0,6953,699.0,118.0
7,USA,6524,113.0,116.0,7.0,106.0,6302,12.0,20.0
8,Switzerland,2742,,27.0,,15.0,2700,,317.0
9,UK,1950,,71.0,,65.0,1814,20.0,29.0
10,Netherlands,1705,,43.0,,2.0,1660,45.0,100.0
11,Norway,1479,8.0,4.0,1.0,1.0,1474,27.0,273.0
12,Austria,1471,139.0,4.0,,9.0,1458,12.0,163.0
13,Belgium,1243,,10.0,,14.0,1219,33.0,107.0
14,Sweden,1196,,8.0,,1.0,1187,12.0,118.0
15,Denmark,1044,67.0,4.0,,1.0,1039,18.0,180.0
16,Japan,882,4.0,29.0,,144.0,709,41.0,7.0
17,Diamond Princess,712,,7.0,,456.0,249,14.0,
18,Malaysia,673,,2.0,,49.0,622,10.0,21.0
19,Canada,598,,8.0,,12.0,578,1.0,16.0
20,Australia,565,110.0,6.0,1.0,43.0,516,1.0,22.0
21,Czechia,464,30.0,,,3.0,461,3.0,43.0
22,Portugal,448,,1.0,,3.0,444,18.0,44.0
23,Qatar,442,,,,4.0,438,,153.0
24,Israel,427,90.0,,,11.0,416,5.0,49.0
25,Greece,387,,5.0,,14.0,368,11.0,37.0
26,Brazil,349,3.0,2.0,1.0,2.0,345,18.0,2.0
27,Finland,322,,,,10.0,312,2.0,58.0
28,Ireland,292,,2.0,,5.0,285,6.0,59.0
29,Slovenia,275,,1.0,,,274,4.0,132.0
30,Singapore,266,,,,114.0,152,14.0,45.0
31,Estonia,258,33.0,,,1.0,257,1.0,194.0
32,Pakistan,254,7.0,,,2.0,252,,1.0
33,Iceland,247,,,,5.0,242,1.0,724.0
34,Poland,246,8.0,5.0,,13.0,228,3.0,6.0
35,Romania,246,29.0,,,19.0,227,5.0,13.0
36,Bahrain,241,,1.0,,88.0,152,3.0,142.0
37,Thailand,212,35.0,1.0,,41.0,170,1.0,3.0
38,Luxembourg,203,63.0,2.0,1.0,,201,1.0,324.0
39,Philippines,202,15.0,14.0,,4.0,184,1.0,2.0
40,Chile,201,,,,,201,3.0,11.0
41,Egypt,196,,6.0,,26.0,164,,2.0
42,Hong Kong,181,13.0,4.0,,92.0,85,4.0,24.0
43,Indonesia,172,,7.0,,9.0,156,,0.6
44,Saudi Arabia,171,,,,6.0,165,,5.0
45,Iraq,154,,11.0,,41.0,102,,4.0
46,India,152,9.0,3.0,,14.0,135,,0.1
47,Kuwait,142,12.0,,,12.0,130,4.0,33.0
48,Lebanon,124,,4.0,,4.0,116,3.0,18.0
49,San Marino,119,,11.0,,4.0,104,11.0,3507.0
50,Peru,117,,,,1.0,116,8.0,4.0
51,South Africa,116,31.0,,,,116,,2.0
52,Russia,114,,,,8.0,106,,0.8
53,UAE,113,,,,26.0,87,2.0,11.0
54,Ecuador,111,,2.0,,,109,2.0,6.0
55,Taiwan,100,23.0,1.0,,20.0,79,,4.0
56,Turkey,98,,1.0,,,97,,1.0
57,Slovakia,97,,,,,97,2.0,18.0
58,Mexico,93,11.0,,,4.0,89,1.0,0.7
59,Panama,86,17.0,1.0,,,85,7.0,20.0
60,Armenia,84,6.0,,,1.0,83,2.0,28.0
61,Serbia,83,11.0,,,1.0,82,4.0,9.0
62,Bulgaria,81,,2.0,,,79,,12.0
63,Croatia,81,12.0,,,5.0,76,,20.0
64,Argentina,79,,2.0,,3.0,74,1.0,2.0
65,Colombia,75,10.0,,,1.0,74,,1.0
66,Latvia,71,11.0,,,1.0,70,,38.0
67,Vietnam,68,2.0,,,16.0,52,,0.7
68,Algeria,67,6.0,5.0,,10.0,52,,2.0
69,Hungary,58,8.0,1.0,,2.0,55,,6.0
70,Faeroe Islands,58,11.0,,,1.0,57,,1187.0
71,Brunei,56,,,,,56,2.0,128.0
72,Albania,55,,2.0,1.0,,53,2.0,19.0
73,Costa Rica,50,,,,,50,3.0,10.0
74,Uruguay,50,,,,,50,,14.0
75,Cyprus,49,,,,,49,1.0,41.0
76,Jordan,48,,,,1.0,47,,5.0
77,Sri Lanka,45,1.0,,,3.0,42,,2.0
78,Morocco,44,,2.0,,1.0,41,1.0,1.0
79,Palestine,44,,,,,44,,9.0
80,Andorra,39,,,,1.0,38,,505.0
81,Georgia,38,4.0,,,1.0,37,1.0,10.0
82,Malta,38,,,,2.0,36,,86.0
83,Belarus,36,,,,3.0,33,,4.0
84,Venezuela,36,3.0,,,,36,,1.0
85,Cambodia,35,2.0,,,1.0,34,,2.0
86,Kazakhstan,35,2.0,,,,35,,2.0
87,Azerbaijan,34,,1.0,,6.0,27,,3.0
88,Bosnia and Herzegovina,34,,,,2.0,32,,10.0
89,Oman,33,,,,12.0,21,,6.0
90,North Macedonia,31,,,,1.0,30,1.0,15.0
91,Senegal,31,4.0,,,2.0,29,,2.0
92,Moldova,30,,1.0,1.0,1.0,28,1.0,7.0
93,Tunisia,27,,,,1.0,26,2.0,2.0
94,Guadeloupe,27,9.0,,,,27,,67.0
95,Lithuania,26,,,,1.0,25,1.0,10.0
96,Afghanistan,22,,,,1.0,21,,0.6
97,Dominican Republic,21,,1.0,,,20,,2.0
98,New Zealand,20,,,,,20,,4.0
99,Burkina Faso,20,5.0,,,,20,,1.0
100,Martinique,19,4.0,1.0,,,18,,51.0
101,Liechtenstein,19,,,,,19,,498.0
102,Ukraine,14,,2.0,,,12,,0.3
103,Macao,14,1.0,,,10.0,4,,22.0
104,Jamaica,13,,,,2.0,11,,4.0
105,Maldives,13,,,,,13,,24.0
106,Uzbekistan,13,2.0,,,,13,,0.4
107,Bolivia,12,,,,,12,,1.0
108,Réunion,12,3.0,,,,12,,13.0
109,Guyana,11,4.0,1.0,,,10,,14.0
110,Bangladesh,11,1.0,,,3.0,8,,0.07
111,French Guiana,11,,,,,11,,37.0
112,Cameroon,10,,,,,10,,0.4
113,Monaco,9,,,,,9,,229.0
114,Honduras,9,1.0,,,,9,,0.9
115,Paraguay,9,,,,,9,1.0,1.0
116,Guatemala,8,,1.0,,,7,,0.4
117,Rwanda,8,1.0,,,,8,,0.6
118,Cuba,7,,,,,7,,0.6
119,DRC,7,4.0,,,,7,,0.08
120,Ghana,7,,,,,7,,0.2
121,Trinidad and Tobago,7,2.0,,,,7,,5.0
122,Channel Islands,6,,,,,6,,35.0
123,Ivory Coast,6,2.0,,,1.0,5,,0.2
124,Ethiopia,6,,,,,6,,0.05
125,Mongolia,6,1.0,,,,6,,2.0
126,Guam,5,,,,,5,,30.0
127,Puerto Rico,5,,,,,5,,2.0
128,Aruba,4,1.0,,,,4,,37.0
129,Kenya,4,,,,,4,,0.07
130,Seychelles,4,,,,,4,,41.0
131,Nigeria,3,,,,1.0,2,,0.01
132,Curaçao,3,,,,,3,,18.0
133,French Polynesia,3,,,,,3,,11.0
134,Gabon,3,,,,,3,,1.0
135,Gibraltar,3,,,,2.0,1,,89.0
136,Kyrgyzstan,3,3.0,,,,3,,0.5
137,Mayotte,3,,,,,3,,11.0
138,St. Barth,3,,,,,3,,304.0
139,Saint Martin,3,1.0,,,,3,,78.0
140,Tanzania,3,2.0,,,,3,,0.05
141,Barbados,2,,,,,2,,7.0
142,Liberia,2,,,,,2,,0.4
143,Montenegro,2,,,,,2,,3.0
144,Namibia,2,,,,,2,,0.8
145,Saint Lucia,2,,,,,2,,11.0
146,U.S. Virgin Islands,2,,,,,2,,19.0
147,Cayman Islands,1,,1.0,,,0,,15.0
148,Sudan,1,,1.0,,,0,,0.02
149,Nepal,1,,,,1.0,0,,0.03
150,Antigua and Barbuda,1,,,,,1,,10.0
151,Bahamas,1,,,,,1,,3.0
152,Benin,1,,,,,1,,0.08
153,Bhutan,1,,,,,1,,1.0
154,CAR,1,,,,,1,,0.2
155,Congo,1,,,,,1,,0.2
156,Equatorial Guinea,1,,,,,1,,0.7
157,Gambia,1,,,,,1,,0.4
158,Greenland,1,,,,,1,,18.0
159,Guinea,1,,,,,1,,0.08
160,Vatican City,1,,,,,1,,1248.0
161,Mauritania,1,,,,,1,,0.2
162,Montserrat,1,1.0,,,,1,,200.0
163,St. Vincent Grenadines,1,,,,,1,,9.0
164,Somalia,1,,,,,1,,0.06
165,Suriname,1,,,,,1,,2.0
166,Eswatini,1,,,,,1,,0.9
167,Togo,1,,,,,1,,0.1
168,Total:,199338,1117.0,7994.0,27.0,82806.0,108538,6418.0,25.6
