,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
0,China,81340,,3292.0,,74588.0,3460,1034.0,57.0,2.0
1,USA,101866,"+16,431",1590.0,295.0,2471.0,97805,2463.0,308.0,5.0
2,Italy,86498,"+5,909",9134.0,919.0,10950.0,66414,3732.0,1431.0,151.0
3,Spain,65719,"+7,933",5138.0,773.0,9357.0,51224,4165.0,1406.0,110.0
4,Germany,50871,"+6,933",342.0,75.0,6658.0,43871,1581.0,607.0,4.0
5,France,32964,"+3,809",1995.0,299.0,5700.0,25269,3787.0,505.0,31.0
6,Iran,32332,"+2,926",2378.0,144.0,11133.0,18821,2893.0,385.0,28.0
7,UK,14543,"+2,885",759.0,181.0,135.0,13649,163.0,214.0,11.0
8,Switzerland,12928,"+1,117",231.0,39.0,1530.0,11167,203.0,1494.0,27.0
9,S. Korea,9332,+91,139.0,8.0,4528.0,4665,59.0,182.0,3.0
10,Netherlands,8603,"+1,172",546.0,112.0,3.0,8054,761.0,502.0,32.0
11,Austria,7657,+748,58.0,9.0,225.0,7374,128.0,850.0,6.0
12,Belgium,7284,"+1,049",289.0,69.0,858.0,6137,690.0,628.0,25.0
13,Turkey,5698,"+2,069",92.0,17.0,42.0,5564,241.0,68.0,1.0
14,Canada,4689,+646,53.0,14.0,258.0,4378,120.0,124.0,1.0
15,Portugal,4268,+724,76.0,16.0,43.0,4149,71.0,419.0,7.0
16,Norway,3755,+383,19.0,5.0,6.0,3730,70.0,693.0,4.0
17,Brazil,3417,+432,92.0,15.0,6.0,3319,296.0,16.0,0.4
18,Australia,3180,+130,13.0,,170.0,2997,23.0,125.0,0.5
19,Sweden,3069,+229,105.0,28.0,16.0,2948,214.0,304.0,10.0
20,Israel,3035,+342,12.0,4.0,79.0,2944,49.0,351.0,1.0
21,Czechia,2279,+354,9.0,,11.0,2259,34.0,213.0,0.8
22,Malaysia,2161,+130,26.0,3.0,259.0,1876,54.0,67.0,0.8
23,Ireland,2121,+302,22.0,3.0,5.0,2094,59.0,430.0,4.0
24,Denmark,2046,+169,52.0,11.0,1.0,1993,109.0,353.0,9.0
25,Chile,1610,+304,5.0,1.0,43.0,1562,7.0,84.0,0.3
26,Luxembourg,1605,+152,15.0,6.0,40.0,1550,25.0,2564.0,24.0
27,Ecuador,1595,+192,36.0,2.0,3.0,1556,58.0,90.0,2.0
28,Japan,1468,+81,49.0,2.0,372.0,1047,56.0,12.0,0.4
29,Poland,1389,+168,16.0,,7.0,1366,3.0,37.0,0.4
30,Pakistan,1373,+172,11.0,2.0,23.0,1339,7.0,6.0,0.05
31,Romania,1292,+263,26.0,3.0,115.0,1151,32.0,67.0,1.0
32,South Africa,1170,+243,1.0,1.0,31.0,1138,7.0,20.0,0.02
33,Thailand,1136,+91,5.0,1.0,97.0,1034,11.0,16.0,0.07
34,Saudi Arabia,1104,+92,3.0,,35.0,1066,6.0,32.0,0.09
35,Indonesia,1046,+153,87.0,9.0,46.0,913,,4.0,0.3
36,Finland,1041,+83,7.0,2.0,10.0,1024,32.0,188.0,1.0
37,Russia,1036,+196,4.0,1.0,45.0,987,8.0,7.0,0.03
38,Greece,966,+74,28.0,1.0,52.0,886,66.0,93.0,3.0
39,Iceland,890,+88,2.0,,97.0,791,18.0,2608.0,6.0
40,India,887,+160,20.0,,73.0,794,,0.6,0.01
41,Philippines,803,+96,54.0,9.0,31.0,718,1.0,7.0,0.5
42,Singapore,732,+49,2.0,,183.0,547,17.0,125.0,0.3
43,Diamond Princess,712,,10.0,,597.0,105,15.0,,
44,Panama,674,,9.0,,2.0,663,20.0,156.0,2.0
45,Peru,635,+55,11.0,2.0,16.0,608,21.0,19.0,0.3
46,Slovenia,632,+70,9.0,3.0,10.0,613,14.0,304.0,4.0
47,Argentina,589,,13.0,1.0,72.0,504,,13.0,0.3
48,Croatia,586,+91,3.0,,37.0,546,14.0,143.0,0.7
