,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,81008,41.0,3255.0,7.0,71740.0,6013,1927.0,56.0
1,Italy,47021,,4032.0,,5129.0,37860,2655.0,778.0
2,Spain,21571,,1093.0,,1588.0,18890,939.0,461.0
3,Germany,19848,,68.0,,180.0,19600,2.0,237.0
4,USA,19774,391.0,275.0,19.0,147.0,19352,64.0,60.0
5,Iran,19644,,1433.0,,6745.0,11466,,234.0
6,France,12612,,450.0,,1587.0,10575,1297.0,193.0
7,S. Korea,8799,147.0,102.0,8.0,2612.0,6085,59.0,172.0
8,Switzerland,5615,,56.0,,15.0,5544,141.0,649.0
9,UK,3983,,177.0,,65.0,3741,20.0,59.0
10,Netherlands,2994,,106.0,,2.0,2886,210.0,175.0
11,Austria,2649,,6.0,,9.0,2634,14.0,294.0
12,Belgium,2257,,37.0,,204.0,2016,164.0,195.0
13,Norway,1967,8.0,7.0,,1.0,1959,27.0,363.0
14,Sweden,1639,,16.0,,16.0,1607,21.0,162.0
15,Denmark,1255,,9.0,,1.0,1245,37.0,217.0
16,Canada,1087,,12.0,,14.0,1061,1.0,29.0
17,Australia,1051,123.0,7.0,,46.0,998,2.0,41.0
18,Malaysia,1030,,3.0,,87.0,940,26.0,32.0
19,Portugal,1020,,6.0,,5.0,1009,26.0,100.0
20,Japan,1007,,35.0,,215.0,757,50.0,8.0
21,Brazil,970,,11.0,,2.0,957,18.0,5.0
22,Czechia,833,,,,4.0,829,6.0,78.0
23,Diamond Princess,712,,8.0,,567.0,137,15.0,
24,Israel,705,,1.0,,15.0,689,10.0,81.0
25,Ireland,683,,3.0,,5.0,675,6.0,138.0
26,Turkey,670,,9.0,,,661,,8.0
27,Pakistan,501,,3.0,,13.0,485,,2.0
28,Greece,495,,10.0,,19.0,466,20.0,47.0
29,Luxembourg,484,,5.0,,6.0,473,1.0,773.0
30,Qatar,470,,,,10.0,460,6.0,163.0
31,Finland,450,,,,10.0,440,2.0,81.0
32,Chile,434,,,,6.0,428,7.0,23.0
33,Ecuador,426,,7.0,,3.0,416,2.0,24.0
34,Poland,425,,5.0,,13.0,407,3.0,11.0
35,Thailand,411,89.0,1.0,,42.0,368,1.0,6.0
36,Iceland,409,,,,5.0,404,1.0,1199.0
37,Singapore,385,,2.0,2.0,131.0,252,14.0,66.0
38,Indonesia,369,,32.0,,17.0,320,,1.0
39,Saudi Arabia,344,,,,8.0,336,,10.0
40,Slovenia,341,,1.0,,,340,9.0,164.0
41,Romania,308,,,,31.0,277,11.0,16.0
42,Bahrain,298,,1.0,,125.0,172,4.0,175.0
43,Egypt,285,,8.0,,42.0,235,,3.0
44,Estonia,283,,,,1.0,282,1.0,213.0
45,India,275,26.0,5.0,,23.0,247,,0.2
46,Peru,263,,4.0,,1.0,258,5.0,8.0
47,Philippines,262,32.0,18.0,,8.0,236,1.0,2.0
48,Hong Kong,256,,4.0,,98.0,154,4.0,34.0
49,Russia,253,,1.0,,12.0,240,,2.0
50,Iraq,208,,17.0,,49.0,142,,5.0
51,Mexico,203,39.0,2.0,1.0,4.0,197,1.0,2.0
52,South Africa,202,,,,,202,,3.0
53,Panama,200,,1.0,,1.0,198,7.0,46.0
54,Lebanon,177,,4.0,,4.0,169,3.0,26.0
55,Armenia,160,24.0,,,1.0,159,2.0,54.0
56,Kuwait,159,,,,22.0,137,5.0,37.0
57,Argentina,158,,3.0,,3.0,152,,3.0
58,Colombia,158,13.0,,,1.0,157,,3.0
59,San Marino,151,,14.0,,4.0,133,12.0,4450.0
60,Bulgaria,142,15.0,3.0,,3.0,136,2.0,20.0
61,UAE,140,,2.0,,31.0,107,2.0,14.0
62,Slovakia,137,,,,,137,2.0,25.0
63,Taiwan,135,,2.0,,28.0,105,,6.0
64,Serbia,135,,1.0,,2.0,132,4.0,15.0
65,Croatia,130,,1.0,,5.0,124,,32.0
66,Costa Rica,113,,2.0,,2.0,109,2.0,22.0
67,Latvia,111,,,,1.0,110,,59.0
68,Uruguay,110,,,,,110,,32.0
69,Algeria,94,,11.0,,32.0,51,,2.0
70,Vietnam,91,,,,17.0,74,,0.9
71,Bosnia and Herzegovina,89,,,,2.0,87,1.0,27.0
72,Morocco,86,,3.0,,2.0,81,1.0,2.0
73,Hungary,85,,4.0,,7.0,74,6.0,9.0
74,Jordan,85,,,,1.0,84,,8.0
75,Faeroe Islands,80,,,,3.0,77,,1637.0
76,Brunei,78,,,,1.0,77,2.0,178.0
77,North Macedonia,76,,,,1.0,75,1.0,36.0
78,Andorra,75,,,,1.0,74,2.0,971.0
79,Cyprus,75,,,,,75,1.0,62.0
