,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80784,30.0,3158.0,22.0,61503.0,16123,4492.0,56.1
1,Italy,10149,,631.0,,1004.0,8514,877.0,167.9
2,Iran,8042,,291.0,,2731.0,5020,,95.7
3,S. Korea,7755,242.0,61.0,1.0,288.0,7406,54.0,151.3
4,France,1784,,33.0,,12.0,1739,86.0,27.3
5,Spain,1695,,36.0,,135.0,1524,101.0,36.3
6,Germany,1565,,2.0,,18.0,1545,9.0,18.7
7,USA,1010,16.0,31.0,1.0,15.0,964,10.0,3.1
8,Diamond Princess,696,,7.0,,325.0,364,32.0,
9,Japan,587,,12.0,,102.0,473,31.0,4.6
10,Switzerland,502,5.0,3.0,,3.0,496,,58.0
11,Norway,401,1.0,,,1.0,400,,74.0
12,UK,383,,6.0,,18.0,359,,5.6
13,Netherlands,382,,4.0,,,378,1.0,22.3
14,Sweden,355,,,,1.0,354,2.0,35.2
15,Belgium,267,,,,1.0,266,2.0,23.0
16,Denmark,262,,,,1.0,261,,45.2
17,Austria,206,24.0,,,4.0,202,1.0,22.9
18,Singapore,166,,,,93.0,73,10.0,28.4
19,Malaysia,129,,,,25.0,104,2.0,4.0
20,Australia,127,11.0,3.0,,24.0,100,1.0,5.0
21,Hong Kong,121,,3.0,,60.0,58,6.0,16.1
22,Bahrain,112,2.0,,,30.0,82,1.0,65.8
23,Canada,97,3.0,1.0,,9.0,87,1.0,2.6
24,Greece,89,,,,,89,1.0,8.5
25,Iceland,81,,,,1.0,80,,
26,Israel,76,1.0,,,4.0,72,1.0,8.8
27,UAE,74,,,,12.0,62,2.0,7.5
28,Iraq,71,,7.0,,15.0,49,,1.8
29,Kuwait,69,,,,1.0,68,3.0,16.2
30,Czechia,64,1.0,,,,64,,6.0
31,San Marino,62,,2.0,,,60,5.0,
32,India,62,,,,4.0,58,,
33,Egypt,59,,1.0,,26.0,32,,0.6
34,Thailand,59,6.0,1.0,,34.0,24,1.0,0.8
35,Lebanon,52,,1.0,,1.0,50,3.0,7.6
36,Taiwan,48,1.0,1.0,,17.0,30,,2.0
37,Portugal,41,,,,,41,1.0,4.0
38,Finland,40,,,,1.0,39,,7.2
39,Vietnam,35,1.0,,,16.0,19,,0.4
40,Brazil,34,,,,,34,1.0,0.2
41,Ireland,34,,,,,34,,6.9
42,Slovenia,34,,,,,34,,16.4
43,Philippines,33,,1.0,,2.0,30,1.0,0.3
44,Romania,29,,,,5.0,24,,1.5
45,Palestine,29,,,,,29,,5.7
46,Indonesia,27,,1.0,1.0,2.0,24,,0.1
47,Poland,25,3.0,,,,25,2.0,0.7
48,Qatar,24,,,,,24,,8.3
49,Georgia,23,,,,,23,1.0,5.8
50,Algeria,20,,,,,20,,0.5
51,Russia,20,,,,3.0,17,,0.1
52,Saudi Arabia,20,,,,1.0,19,,0.6
53,Argentina,19,,1.0,,,18,1.0,0.4
54,Pakistan,19,,,,2.0,17,,0.1
55,Oman,18,,,,9.0,9,,3.5
56,Ecuador,17,,,,,17,1.0,1.0
57,Chile,17,,,,,17,,0.9
58,Croatia,15,,,,,15,,3.7
59,Estonia,13,,,,,13,,9.8
60,Costa Rica,13,,,,,13,1.0,2.6
61,Hungary,13,1.0,,,,13,,1.3
62,Azerbaijan,11,,,,,11,,1.1
63,Peru,11,,,,,11,,0.3
64,Macao,10,,,,10.0,0,,
65,Albania,10,,,,,10,,3.5
66,Belarus,9,,,,3.0,6,,1.0
67,Panama,8,7.0,1.0,1.0,,7,,1.9
68,Latvia,8,,,,1.0,7,,4.2
69,Maldives,8,2.0,,,,8,,
70,Afghanistan,7,2.0,,,,7,,0.2
71,Luxembourg,7,,,,,7,,
72,North Macedonia,7,,,,,7,,3.4
73,Mexico,7,,,,4.0,3,1.0,0.1
74,Bosnia and Herzegovina,7,,,,,7,,2.1
75,Slovakia,7,,,,,7,,1.3
76,South Africa,7,,,,,7,,0.1
77,Tunisia,6,,,,,6,,0.5
78,Brunei,6,,,,,6,,
